score.fulltime.home (home 1),score.fulltime.away (home 1),Shots on Goal (home 1),Shots off Goal (home 1),Total Shots (home 1),Blocked Shots (home 1),Shots insidebox (home 1),Shots outsidebox (home 1),Fouls (home 1),Corner Kicks (home 1),Offsides (home 1),Ball Possession (home 1),Yellow Cards (home 1),Red Cards (home 1),Goalkeeper Saves (home 1),Total passes (home 1),Passes accurate (home 1),Passes % (home 1),score.fulltime.home (away 1),score.fulltime.away (away 1),Shots on Goal (away 1),Shots off Goal (away 1),Total Shots (away 1),Blocked Shots (away 1),Shots insidebox (away 1),Shots outsidebox (away 1),Fouls (away 1),Corner Kicks (away 1),Offsides (away 1),Ball Possession (away 1),Yellow Cards (away 1),Red Cards (away 1),Goalkeeper Saves (away 1),Total passes (away 1),Passes accurate (away 1),Passes % (away 1),score.fulltime.home (h2h 1),score.fulltime.away (h2h 1),Shots on Goal (h2h - home 1),Shots off Goal (h2h - home 1),Total Shots (h2h - home 1),Blocked Shots (h2h - home 1),Shots insidebox (h2h - home 1),Shots outsidebox (h2h - home 1),Fouls (h2h - home 1),Corner Kicks (h2h - home 1),Offsides (h2h - home 1),Ball Possession (h2h - home 1),Yellow Cards (h2h - home 1),Red Cards (h2h - home 1),Goalkeeper Saves (h2h - home 1),Total passes (h2h - home 1),Passes accurate (h2h - home 1),Passes % (h2h - home 1),Shots on Goal (h2h - away 1),Shots off Goal (h2h - away 1),Total Shots (h2h - away 1),Blocked Shots (h2h - away 1),Shots insidebox (h2h - away 1),Shots outsidebox (h2h - away 1),Fouls (h2h - away 1),Corner Kicks (h2h - away 1),Offsides (h2h - away 1),Ball Possession (h2h - away 1),Yellow Cards (h2h - away 1),Red Cards (h2h - away 1),Goalkeeper Saves (h2h - away 1),Total passes (h2h - away 1),Passes accurate (h2h - away 1),Passes % (h2h - away 1),score.fulltime.home (home 2),score.fulltime.away (home 2),Shots on Goal (home 2),Shots off Goal (home 2),Total Shots (home 2),Blocked Shots (home 2),Shots insidebox (home 2),Shots outsidebox (home 2),Fouls (home 2),Corner Kicks (home 2),Offsides (home 2),Ball Possession (home 2),Yellow Cards (home 2),Red Cards (home 2),Goalkeeper Saves (home 2),Total passes (home 2),Passes accurate (home 2),Passes % (home 2),score.fulltime.home (away 2),score.fulltime.away (away 2),Shots on Goal (away 2),Shots off Goal (away 2),Total Shots (away 2),Blocked Shots (away 2),Shots insidebox (away 2),Shots outsidebox (away 2),Fouls (away 2),Corner Kicks (away 2),Offsides (away 2),Ball Possession (away 2),Yellow Cards (away 2),Red Cards (away 2),Goalkeeper Saves (away 2),Total passes (away 2),Passes accurate (away 2),Passes % (away 2),score.fulltime.home (h2h 2),score.fulltime.away (h2h 2),Shots on Goal (h2h - home 2),Shots off Goal (h2h - home 2),Total Shots (h2h - home 2),Blocked Shots (h2h - home 2),Shots insidebox (h2h - home 2),Shots outsidebox (h2h - home 2),Fouls (h2h - home 2),Corner Kicks (h2h - home 2),Offsides (h2h - home 2),Ball Possession (h2h - home 2),Yellow Cards (h2h - home 2),Red Cards (h2h - home 2),Goalkeeper Saves (h2h - home 2),Total passes (h2h - home 2),Passes accurate (h2h - home 2),Passes % (h2h - home 2),Shots on Goal (h2h - away 2),Shots off Goal (h2h - away 2),Total Shots (h2h - away 2),Blocked Shots (h2h - away 2),Shots insidebox (h2h - away 2),Shots outsidebox (h2h - away 2),Fouls (h2h - away 2),Corner Kicks (h2h - away 2),Offsides (h2h - away 2),Ball Possession (h2h - away 2),Yellow Cards (h2h - away 2),Red Cards (h2h - away 2),Goalkeeper Saves (h2h - away 2),Total passes (h2h - away 2),Passes accurate (h2h - away 2),Passes % (h2h - away 2)
2,0,6,3,17,8,6,11,9,11,1,0.63,2,0,6,512,438,0.86,4,2,7,12,24,5,17,7,8,9,1,0.56,2,0,8,484,423,0.87,1,1,3,6,11,2,4,7,13,4,0,0.5,3,0,6,382,313,0.82,7,13,23,3,14,9,15,8,2,0.5,4,0,1,374,317,0.85,2,1,6,9,17,2,8,9,23,10,4,0.43,5,1,2,375,293,0.78,1,2,4,3,8,1,7,1,13,4,2,0.54,5,0,3,456,363,0.8,3,0,3,6,15,6,9,6,15,7,0,0.56,5,1,1,407,318,0.78,4,3,13,6,5,8,13,5,2,0.44,4,0,3,328,231,0.7
0,0,7,11,24,6,15,9,8,9,2,0.63,2,0,6,580,491,0.85,0,1,11,6,20,3,15,5,17,6,2,0.52,2,0,0,464,384,0.83,3,1,4,4,9,1,4,5,18,5,5,0.5,5,0,2,481,408,0.85,5,7,14,2,8,6,9,4,0,0.5,1,0,3,479,406,0.85,2,2,4,8,17,5,9,8,11,10,2,0.58,5,1,2,498,420,0.84,5,0,7,6,13,0,9,4,8,4,1,0.5,2,0,0,412,312,0.76,1,1,3,6,11,2,8,3,20,10,3,0.51,4,0,2,428,341,0.8,3,5,9,1,5,4,10,3,1,0.49,5,1,2,406,323,0.8
3,1,6,4,14,4,9,5,15,3,2,0.44,2,0,2,369,248,0.67,2,1,6,4,16,6,9,7,12,1,1,0.68,2,0,1,694,605,0.87,1,2,5,1,6,0,4,2,11,2,0,0.31,2,0,4,327,231,0.71,5,6,16,5,14,2,11,6,2,0.69,1,0,3,732,638,0.87,3,0,4,3,15,8,13,2,13,9,2,0.56,3,0,1,492,391,0.79,3,1,5,4,14,5,10,4,12,10,1,0.67,0,0,0,724,630,0.87,5,1,5,5,11,1,6,5,7,3,5,0.4,1,0,4,455,386,0.85,9,4,14,1,12,2,6,1,1,0.6,1,0,4,698,606,0.87
3,1,5,3,11,3,5,6,17,4,2,0.51,6,0,4,495,406,0.82,0,2,3,8,19,8,10,9,15,13,1,0.57,2,1,3,519,448,0.86,4,1,4,4,11,3,6,5,13,4,2,0.49,3,0,3,476,391,0.82,8,7,20,5,10,10,11,5,1,0.51,2,0,3,505,416,0.82,1,2,3,5,11,3,3,8,13,2,1,0.48,3,0,6,426,344,0.81,2,2,4,7,15,4,12,3,15,3,0,0.5,3,0,7,531,454,0.85,1,2,4,4,11,3,9,2,7,1,1,0.32,1,0,3,319,231,0.72,5,10,23,8,14,9,13,4,1,0.68,2,0,3,658,573,0.87
4,0,11,5,17,1,9,8,11,7,1,0.61,2,0,4,523,449,0.86,2,3,6,4,17,7,8,9,14,7,0,0.55,2,0,2,499,431,0.86,2,1,6,6,13,1,7,6,12,3,2,0.57,2,0,2,537,456,0.85,3,4,9,2,6,3,11,2,3,0.43,2,0,4,405,328,0.81,2,0,0,5,8,3,4,4,8,1,4,0.6,2,0,2,605,517,0.85,1,3,6,9,16,1,11,5,11,10,1,0.59,2,0,2,497,407,0.82,1,1,1,2,7,4,5,2,8,5,1,0.55,4,0,3,535,460,0.86,3,5,11,3,9,2,16,6,8,0.45,6,0,0,434,364,0.84
1,2,6,5,16,5,12,4,9,7,3,0.62,0,0,2,669,596,0.89,2,1,7,5,12,0,7,5,9,6,1,0.62,2,0,4,682,603,0.88,0,3,5,6,14,3,10,4,14,7,5,0.44,2,1,8,449,381,0.85,11,3,18,4,15,3,10,7,1,0.56,2,0,5,587,521,0.89,1,1,8,12,30,10,21,9,12,11,0,0.69,2,0,4,719,662,0.92,3,1,6,4,12,2,8,4,14,5,3,0.68,2,0,0,695,597,0.86,2,3,14,8,22,0,13,9,13,7,6,0.42,3,1,6,390,330,0.85,9,6,16,1,8,8,8,4,2,0.58,2,0,12,539,477,0.88
1,0,4,4,11,3,8,3,11,1,4,0.57,5,1,4,483,358,0.74,3,1,6,4,14,4,9,5,15,3,2,0.44,2,0,2,369,248,0.67,1,2,3,2,9,4,8,1,15,4,2,0.51,2,0,2,475,381,0.8,3,3,9,3,6,3,12,5,2,0.49,1,0,1,463,360,0.78,1,1,2,7,13,4,9,4,11,2,1,0.42,1,0,3,447,360,0.81,3,0,4,3,15,8,13,2,13,9,2,0.56,3,0,1,492,391,0.79,1,2,4,1,6,1,5,1,17,6,1,0.39,0,0,5,330,223,0.68,6,4,10,0,7,3,18,4,1,0.61,3,0,2,538,430,0.8
0,3,4,4,15,7,12,3,14,2,4,0.63,0,0,3,679,598,0.88,3,2,6,4,11,1,10,1,11,2,3,0.47,2,0,2,357,262,0.73,6,1,17,9,28,2,22,6,14,6,1,0.59,1,0,7,563,446,0.79,8,2,11,1,4,7,10,3,2,0.41,2,0,11,378,262,0.69,2,2,3,7,19,9,16,3,7,11,5,0.67,2,0,1,611,516,0.84,3,1,5,5,17,7,10,7,8,4,2,0.6,1,1,0,442,343,0.78,2,0,5,8,19,6,13,6,10,8,2,0.66,1,0,3,563,479,0.85,3,8,14,3,11,3,15,8,1,0.34,2,0,3,271,193,0.71
2,1,3,2,6,1,1,5,12,1,2,0.32,1,0,5,321,235,0.73,0,1,6,6,14,2,9,5,15,11,3,0.62,1,0,7,533,447,0.84,2,1,2,5,8,1,8,0,14,3,0,0.41,2,0,7,376,288,0.77,9,6,25,10,14,11,4,14,1,0.59,1,0,1,551,488,0.89,3,0,2,4,10,4,9,1,10,10,1,0.55,0,0,2,429,327,0.76,4,1,9,4,15,2,10,5,11,10,5,0.6,1,0,4,605,517,0.85,3,1,3,7,11,1,8,3,8,1,2,0.39,0,0,6,395,314,0.79,9,8,23,6,12,11,13,8,1,0.61,0,0,2,633,549,0.87
5,2,11,6,24,7,20,4,12,4,1,0.56,0,0,5,482,392,0.81,0,1,7,2,10,1,8,2,12,3,6,0.38,2,0,5,343,263,0.77,0,0,1,9,16,6,6,10,16,6,0,0.58,2,0,3,512,419,0.82,3,1,5,1,3,2,19,1,2,0.42,1,0,1,367,273,0.74,1,0,3,2,8,3,4,4,15,6,4,0.55,2,0,1,510,401,0.79,3,1,3,5,9,1,7,2,14,7,4,0.4,4,0,4,353,248,0.7,2,0,2,8,12,2,8,4,15,4,3,0.7,3,0,3,589,513,0.87,5,6,14,3,8,6,14,4,3,0.3,4,0,2,253,168,0.66
3,0,3,2,11,6,7,4,13,3,0,0.44,1,0,2,420,332,0.79,2,1,6,5,17,6,8,9,14,10,5,0.57,1,0,0,531,452,0.85,2,1,4,9,16,3,8,8,16,4,0,0.42,2,0,4,312,226,0.72,6,6,18,6,10,8,14,6,7,0.58,2,0,2,464,391,0.84,2,1,4,4,11,3,8,3,19,4,2,0.4,6,2,4,283,194,0.69,2,2,4,0,7,3,5,2,23,2,6,0.42,3,1,2,380,313,0.82,1,0,3,7,14,4,7,7,18,11,2,0.41,1,0,1,318,247,0.78,1,2,8,5,7,1,14,6,1,0.59,3,0,2,472,388,0.82
2,3,6,4,17,7,8,9,14,7,0,0.55,2,0,2,499,431,0.86,2,2,3,4,13,6,5,8,14,4,1,0.51,2,0,2,463,387,0.84,1,1,3,6,10,1,8,2,12,7,0,0.39,2,0,2,340,276,0.81,4,4,13,5,9,4,12,11,1,0.61,1,0,2,535,455,0.85,1,3,6,9,16,1,11,5,11,10,1,0.59,2,0,2,497,407,0.82,2,0,4,5,12,3,8,4,14,6,1,0.4,1,0,0,401,307,0.77,1,2,3,3,8,2,7,1,11,6,2,0.33,4,0,7,311,237,0.76,8,8,21,5,14,7,10,11,1,0.67,1,0,1,595,517,0.87
4,2,7,12,24,5,17,7,8,9,1,0.56,2,0,8,484,423,0.87,3,1,7,9,20,4,12,8,16,4,2,0.49,2,0,4,505,424,0.84,2,2,7,11,22,4,16,6,14,11,8,0.58,2,0,0,501,423,0.84,2,1,5,2,2,3,9,1,1,0.42,1,0,5,378,297,0.79,1,2,4,3,8,1,7,1,13,4,2,0.54,5,0,3,456,363,0.8,2,2,3,7,13,3,7,6,17,6,0,0.62,3,0,2,614,551,0.9,1,1,2,5,14,7,8,6,21,6,2,0.42,3,0,3,374,303,0.81,4,7,16,5,4,12,13,2,2,0.58,4,0,0,547,483,0.88
2,1,6,4,16,6,9,7,12,1,1,0.68,2,0,1,694,605,0.87,0,3,10,4,26,12,19,7,16,7,3,0.64,1,0,2,560,466,0.83,1,3,6,6,15,3,12,3,12,3,2,0.46,2,0,3,477,369,0.77,4,4,12,4,5,7,8,3,0,0.54,0,0,3,570,466,0.82,3,1,5,4,14,5,10,4,12,10,1,0.67,0,0,0,724,630,0.87,1,0,2,9,16,5,10,6,11,6,4,0.45,2,0,3,436,332,0.76,0,2,7,3,11,1,8,3,7,1,3,0.53,3,0,4,640,550,0.86,4,8,16,4,11,5,13,4,0,0.47,3,0,5,547,475,0.87
1,0,5,4,14,5,8,6,19,3,1,0.4,3,0,4,288,198,0.69,1,0,4,4,12,4,10,2,15,11,2,0.38,3,0,2,306,208,0.68,4,1,7,8,16,1,12,4,9,8,4,0.67,0,0,2,712,619,0.87,3,1,10,6,2,8,12,6,1,0.33,2,0,3,336,229,0.68,1,1,2,4,10,4,5,5,11,3,4,0.55,3,0,5,464,347,0.75,4,2,6,4,11,1,8,3,10,3,0,0.22,3,0,2,205,122,0.6,1,1,6,7,21,8,9,12,0,6,1,0.7,3,0,2,592,499,0.84,3,7,14,4,10,4,0,5,0,0.3,2,1,5,248,154,0.62
2,2,8,9,18,1,10,8,9,6,5,0.47,3,0,4,457,378,0.83,1,2,6,5,16,5,12,4,9,7,3,0.62,0,0,2,669,596,0.89,2,2,5,5,10,0,6,4,10,3,0,0.5,2,0,6,497,409,0.82,8,9,19,2,12,7,15,7,1,0.5,2,0,3,479,416,0.87,1,0,2,2,5,1,4,1,17,3,5,0.6,3,0,6,441,329,0.75,1,1,8,12,30,10,21,9,12,11,0,0.69,2,0,4,719,662,0.92,1,4,6,6,17,5,7,10,17,4,2,0.52,5,1,4,538,481,0.89,8,1,13,4,12,1,9,6,2,0.48,2,0,5,491,415,0.85
2,2,4,4,13,5,10,3,12,7,0,0.49,2,0,1,447,372,0.83,2,4,7,5,15,3,12,3,12,1,0,0.52,0,0,5,492,415,0.84,0,0,6,12,22,4,14,8,13,7,7,0.66,2,0,0,478,382,0.8,0,0,2,2,1,1,15,2,0,0.34,4,1,6,252,155,0.62,1,3,5,3,9,1,7,2,9,3,1,0.41,3,0,5,362,262,0.72,0,0,1,10,14,3,9,5,10,3,0,0.48,4,1,2,431,328,0.76,2,3,3,6,13,4,7,6,7,6,3,0.59,3,0,1,501,407,0.81,3,5,12,4,5,7,11,5,1,0.41,1,0,0,341,268,0.79
3,0,5,2,13,6,10,3,9,8,3,0.56,2,0,3,561,484,0.86,0,1,1,1,2,0,0,2,18,1,7,0.33,1,0,4,245,140,0.57,1,0,4,3,10,3,6,4,14,4,0,0.63,3,0,0,554,457,0.82,0,5,11,6,6,5,16,4,1,0.37,4,0,2,320,219,0.68,1,1,5,2,9,2,6,3,17,2,3,0.31,3,0,7,333,262,0.79,2,0,2,7,11,2,4,7,17,1,1,0.48,2,0,1,326,193,0.59,0,0,2,4,8,2,5,3,18,2,2,0.4,2,0,4,324,229,0.71,4,12,19,3,13,6,19,7,2,0.6,3,0,2,491,386,0.79
5,2,7,3,15,5,9,6,15,6,3,0.52,3,0,3,490,428,0.87,2,1,4,5,12,3,9,3,9,2,0,0.48,2,0,12,417,343,0.82,1,0,11,12,25,2,16,9,16,7,1,0.53,1,1,3,465,397,0.85,4,1,11,6,6,5,13,4,1,0.47,3,0,10,430,340,0.79,1,1,4,11,19,4,10,9,16,5,2,0.61,2,0,2,501,430,0.86,4,1,9,4,18,5,14,4,12,7,1,0.39,1,0,4,322,235,0.73,3,1,8,10,21,3,11,10,20,2,3,0.59,2,0,3,481,400,0.83,4,4,11,3,9,2,18,3,0,0.41,1,0,5,316,235,0.74
4,0,4,5,10,1,6,4,16,3,1,0.39,1,0,7,335,259,0.77,2,2,10,10,28,8,14,14,5,10,0,0.6,2,0,2,548,467,0.85,1,0,3,5,13,5,7,6,8,2,0,0.49,3,0,2,462,381,0.82,2,11,13,0,7,6,10,6,1,0.51,1,0,2,483,405,0.84,1,0,6,3,11,2,7,4,13,3,2,0.56,1,0,3,545,456,0.84,1,3,9,4,15,2,8,7,9,7,4,0.52,2,0,1,525,468,0.89,0,1,1,4,6,1,5,1,7,3,1,0.4,3,0,4,447,372,0.83,4,7,17,6,14,3,14,7,1,0.6,2,1,0,666,587,0.88
1,1,3,5,10,2,6,4,9,4,7,0.4,1,0,4,312,218,0.7,4,0,11,5,17,1,9,8,11,7,1,0.61,2,0,4,523,449,0.86,2,4,2,2,5,1,3,2,14,2,2,0.3,2,0,6,253,197,0.78,9,3,15,3,11,4,12,9,0,0.7,1,0,0,619,550,0.89,1,1,3,3,13,7,8,5,9,5,2,0.47,0,0,3,433,345,0.8,2,0,0,5,8,3,4,4,8,1,4,0.6,2,0,2,605,517,0.85,3,1,7,4,11,0,7,4,18,4,1,0.36,3,0,2,333,284,0.85,5,8,19,6,14,5,11,5,2,0.64,1,0,6,631,570,0.9
1,1,3,3,8,2,4,4,10,4,0,0.42,2,1,5,385,326,0.85,2,3,4,1,5,0,3,2,8,2,1,0.45,0,0,3,426,353,0.83,1,0,5,11,19,3,9,10,15,6,1,0.57,1,0,4,479,405,0.85,4,4,10,2,7,3,11,3,2,0.43,4,1,4,374,299,0.8,1,3,2,2,6,2,1,5,9,5,0,0.48,1,0,6,483,415,0.86,1,2,7,7,17,3,11,6,9,2,0,0.45,0,0,5,424,331,0.78,1,2,4,1,7,2,3,4,13,1,1,0.45,2,0,4,373,287,0.77,5,8,18,5,6,12,14,7,1,0.55,4,1,2,450,365,0.81
0,0,3,4,9,2,5,4,13,7,1,0.65,4,1,2,625,517,0.83,0,0,7,8,19,4,7,12,14,5,4,0.42,1,0,1,411,350,0.85,2,2,4,7,15,4,12,3,15,3,0,0.5,3,0,7,531,454,0.85,9,9,19,1,12,7,15,2,3,0.5,3,0,2,529,454,0.86,0,2,3,8,19,8,10,9,15,13,1,0.57,2,1,3,519,448,0.86,2,1,4,8,16,4,8,8,15,4,2,0.57,3,0,4,501,415,0.83,1,2,7,4,13,2,8,5,10,3,1,0.54,1,0,4,564,461,0.82,6,6,17,5,10,7,13,3,2,0.46,3,0,5,486,392,0.81
1,2,3,7,18,8,15,3,10,10,1,0.45,2,0,3,402,345,0.86,1,1,5,5,12,2,7,5,8,5,1,0.53,2,0,2,496,409,0.82,2,3,4,4,11,3,5,6,10,5,3,0.55,5,1,1,479,384,0.8,3,6,9,0,8,1,10,6,3,0.45,1,0,2,388,291,0.75,1,0,3,7,12,2,3,9,9,2,0,0.44,2,0,5,425,341,0.8,3,2,6,9,17,2,11,6,10,6,0,0.38,0,0,3,382,309,0.81,2,1,1,3,4,0,4,0,11,3,1,0.54,0,1,1,545,465,0.85,4,2,8,2,8,0,15,1,0,0.46,1,1,0,459,383,0.83
0,0,1,11,17,5,12,5,16,3,3,0.55,3,0,4,419,359,0.86,5,2,8,6,15,1,10,5,13,5,3,0.48,1,0,5,469,394,0.84,1,2,5,6,11,0,7,4,11,3,4,0.42,2,0,5,322,234,0.73,7,10,24,7,15,9,17,12,1,0.58,2,0,3,436,331,0.76,1,3,5,9,18,4,9,9,13,5,0,0.38,2,0,1,353,285,0.81,0,2,5,5,13,3,8,5,18,2,0,0.43,3,0,3,406,321,0.79,2,0,5,13,26,8,9,17,13,6,2,0.48,3,1,1,402,346,0.86,1,3,7,3,5,2,15,6,1,0.52,2,1,3,441,360,0.82
1,0,7,10,20,3,10,10,12,6,0,0.58,0,0,2,440,352,0.8,2,1,4,5,14,5,10,4,10,8,1,0.41,3,1,0,358,250,0.7,2,0,3,4,13,6,7,6,12,8,1,0.51,3,0,4,418,351,0.84,6,4,17,7,12,5,15,8,2,0.49,2,0,3,410,333,0.81,2,2,3,4,8,1,3,5,8,4,2,0.33,0,0,1,303,195,0.64,3,2,4,4,11,3,8,3,16,4,3,0.53,2,0,3,400,287,0.72,2,3,5,7,17,5,10,7,0,6,3,0.59,3,0,6,476,416,0.87,8,2,15,5,8,7,0,9,1,0.41,4,1,2,343,274,0.8
5,0,1,2,4,1,3,1,12,2,2,0.25,2,1,6,240,181,0.75,2,2,5,3,12,4,6,6,7,8,2,0.4,3,0,8,364,271,0.74,1,2,4,7,17,6,9,8,6,3,2,0.43,0,0,2,422,350,0.83,4,6,14,4,10,4,9,6,4,0.57,0,0,4,569,490,0.86,1,0,2,4,7,1,3,4,17,1,2,0.46,3,0,4,369,286,0.78,4,2,9,11,25,5,21,4,10,10,2,0.57,2,0,3,473,384,0.81,4,0,0,4,6,2,4,2,13,4,1,0.35,2,0,1,307,228,0.74,5,2,8,1,5,3,13,5,4,0.65,1,0,0,587,508,0.87
2,0,1,9,14,4,9,5,12,3,3,0.48,4,0,1,474,392,0.83,2,4,7,1,11,3,8,3,10,10,1,0.48,1,0,3,426,365,0.86,1,2,3,5,9,1,6,3,16,7,1,0.6,2,0,6,480,387,0.81,8,3,12,1,6,6,14,5,1,0.4,4,0,1,327,239,0.73,0,4,3,4,10,3,2,8,9,0,4,0.3,2,0,5,308,251,0.81,4,2,5,4,10,1,9,1,12,5,3,0.43,1,0,4,373,298,0.8,0,4,4,4,9,1,5,4,6,2,3,0.56,1,0,6,544,469,0.86,6,6,17,5,10,7,16,8,0,0.44,2,0,0,399,322,0.81
0,2,1,4,9,4,7,2,10,7,1,0.45,2,0,4,403,300,0.74,0,2,6,3,16,7,12,4,15,4,6,0.55,0,0,1,480,394,0.82,0,2,1,4,9,4,7,2,10,7,1,0.45,2,0,4,403,300,0.74,6,3,16,7,12,4,15,4,6,0.55,0,0,1,480,394,0.82,3,1,1,3,6,2,4,2,12,1,0,0.33,1,0,3,343,255,0.74,3,0,5,5,12,2,8,4,13,5,1,0.45,0,0,2,367,277,0.75,0,0,1,5,8,2,4,4,13,2,0,0.36,1,0,6,347,234,0.67,6,7,18,5,9,9,7,12,3,0.64,0,0,1,611,513,0.84
0,1,2,7,10,1,6,4,18,4,1,0.59,5,0,5,439,348,0.79,5,0,2,3,5,0,3,2,8,1,0,0.29,1,0,2,327,248,0.76,2,0,5,3,11,3,5,6,12,5,3,0.53,0,0,5,497,407,0.82,5,3,13,5,6,7,15,0,2,0.47,3,0,3,433,329,0.76,2,0,4,5,14,5,10,5,10,7,2,0.47,2,0,2,415,318,0.77,2,1,7,7,19,5,15,4,11,8,0,0.37,1,0,2,307,229,0.75,1,2,6,5,12,1,9,3,12,4,3,0.58,2,0,3,434,316,0.73,5,6,13,2,8,5,20,6,1,0.42,3,1,3,303,194,0.64
1,2,5,6,21,10,17,4,15,4,0,0.55,2,0,2,508,443,0.87,2,0,3,11,19,5,14,5,17,4,0,0.52,1,0,1,517,449,0.87,3,2,5,6,15,4,9,6,4,9,1,0.62,1,0,2,674,598,0.89,4,2,7,1,5,2,13,2,4,0.38,1,0,2,411,333,0.81,3,2,6,6,17,5,14,3,12,5,4,0.62,1,0,5,620,542,0.87,1,0,4,7,11,0,4,7,18,4,0,0.54,1,0,1,430,350,0.81,3,0,3,3,8,2,5,3,17,4,0,0.58,5,1,4,509,437,0.86,6,6,13,1,6,7,11,6,1,0.42,1,0,3,365,299,0.82
1,1,4,8,14,2,11,3,13,9,2,0.58,3,0,1,600,519,0.87,1,0,5,3,10,2,8,2,12,3,1,0.43,2,0,4,364,239,0.66,2,3,12,6,21,3,17,4,11,7,2,0.6,3,0,5,609,504,0.83,7,3,15,5,10,5,18,3,1,0.4,5,0,8,402,289,0.72,4,2,7,3,10,0,7,3,9,3,0,0.42,1,0,4,462,373,0.81,2,0,2,5,9,2,3,6,20,4,0,0.48,4,0,2,349,251,0.72,3,1,5,6,15,4,11,4,7,6,5,0.71,1,0,8,625,514,0.82,9,2,13,2,9,4,14,3,4,0.29,3,0,2,241,157,0.65
3,0,9,6,27,12,9,18,6,5,2,0.63,0,0,5,670,588,0.88,5,1,10,3,19,6,11,8,7,3,1,0.38,1,1,4,351,284,0.81,5,1,5,7,18,6,7,11,6,8,1,0.62,2,0,5,551,493,0.89,10,3,19,6,11,8,7,3,1,0.38,1,1,4,351,284,0.81,1,0,4,4,12,4,3,9,17,8,0,0.6,3,0,4,429,333,0.78,0,0,3,5,9,1,8,1,0,5,1,0.55,1,0,0,455,378,0.83,1,2,8,7,20,5,7,13,0,6,2,0.58,2,0,2,477,364,0.76,4,2,8,2,8,0,0,2,4,0.42,2,0,7,335,219,0.65
0,0,2,5,10,3,6,4,19,1,2,0.35,2,0,3,333,228,0.68,2,0,6,3,17,8,6,11,9,11,1,0.63,2,0,6,512,438,0.86,0,0,4,4,11,3,8,3,14,7,5,0.34,3,0,1,267,183,0.69,1,6,9,2,3,6,10,9,1,0.66,4,1,4,512,433,0.85,0,1,5,6,17,6,5,12,16,5,2,0.43,1,0,3,318,209,0.66,2,1,6,9,17,2,8,9,23,10,4,0.43,5,1,2,375,293,0.78,0,1,2,9,18,7,9,9,12,8,1,0.62,2,0,3,553,476,0.86,4,5,16,7,9,7,11,3,2,0.38,2,0,2,325,249,0.77
1,2,7,7,16,2,3,13,12,3,1,0.45,0,0,1,456,390,0.86,3,1,9,6,19,4,9,10,12,9,3,0.55,1,0,1,512,432,0.84,2,2,2,6,11,3,7,4,0,6,1,0.31,3,1,4,246,163,0.66,6,11,22,5,14,8,0,12,6,0.69,5,0,0,506,438,0.87,2,1,3,3,9,3,6,3,9,3,3,0.63,3,0,5,521,446,0.86,2,1,5,8,18,5,12,6,12,11,4,0.62,1,0,4,500,414,0.83,2,1,2,5,8,1,4,4,0,1,9,0.59,3,0,0,435,331,0.76,2,4,7,1,3,4,0,4,4,0.41,4,1,1,306,196,0.64
1,0,5,7,13,1,7,6,13,5,4,0.53,1,0,7,494,417,0.84,2,1,11,9,38,18,23,15,14,9,3,0.59,3,0,1,515,445,0.86,1,2,6,6,18,6,9,9,9,2,2,0.49,3,0,2,465,400,0.86,3,2,10,5,6,4,22,7,2,0.51,2,0,4,480,401,0.84,0,1,10,5,19,4,12,7,16,6,3,0.6,2,0,4,393,327,0.83,1,2,8,3,15,4,12,3,25,7,4,0.52,4,0,2,449,368,0.82,1,1,3,6,10,1,4,6,12,4,2,0.46,3,0,5,444,385,0.87,6,8,15,1,10,5,12,10,1,0.54,1,0,2,540,468,0.87
5,0,12,10,27,5,20,7,7,4,2,0.75,1,0,1,761,699,0.92,1,1,6,6,16,4,9,7,18,6,0,0.58,2,0,2,533,474,0.89,5,1,7,6,15,2,11,4,7,3,2,0.67,2,0,3,726,666,0.92,4,4,11,3,5,6,14,1,1,0.33,1,0,2,354,299,0.84,0,4,9,5,15,1,11,4,7,2,4,0.7,4,0,3,736,675,0.92,0,0,2,4,13,7,6,7,11,1,0,0.52,4,0,1,482,391,0.81,1,1,4,10,17,3,13,4,8,8,2,0.77,3,1,4,784,717,0.91,5,8,17,4,7,10,6,6,2,0.23,1,0,3,229,170,0.74
2,2,6,5,14,3,9,5,7,4,2,0.53,0,1,6,508,411,0.81,0,0,7,11,24,6,15,9,8,9,2,0.63,2,0,6,580,491,0.85,2,2,9,6,20,5,13,7,7,9,3,0.61,0,0,3,622,541,0.87,6,10,21,5,17,4,11,5,4,0.39,2,0,7,407,338,0.83,2,1,7,5,12,0,7,5,9,6,1,0.62,2,0,4,682,603,0.88,2,2,4,8,17,5,9,8,11,10,2,0.58,5,1,2,498,420,0.84,2,1,6,8,18,4,13,5,10,3,2,0.52,1,0,2,587,499,0.85,3,3,8,2,5,3,12,3,5,0.48,0,0,3,534,459,0.86
