score.fulltime.home (home 1),score.fulltime.away (home 1),Shots on Goal (home 1),Shots off Goal (home 1),Total Shots (home 1),Blocked Shots (home 1),Shots insidebox (home 1),Shots outsidebox (home 1),Fouls (home 1),Corner Kicks (home 1),Offsides (home 1),Ball Possession (home 1),Yellow Cards (home 1),Red Cards (home 1),Goalkeeper Saves (home 1),Total passes (home 1),Passes accurate (home 1),Passes % (home 1),score.fulltime.home (away 1),score.fulltime.away (away 1),Shots on Goal (away 1),Shots off Goal (away 1),Total Shots (away 1),Blocked Shots (away 1),Shots insidebox (away 1),Shots outsidebox (away 1),Fouls (away 1),Corner Kicks (away 1),Offsides (away 1),Ball Possession (away 1),Yellow Cards (away 1),Red Cards (away 1),Goalkeeper Saves (away 1),Total passes (away 1),Passes accurate (away 1),Passes % (away 1),score.fulltime.home (h2h 1),score.fulltime.away (h2h 1),Shots on Goal (h2h - home 1),Shots off Goal (h2h - home 1),Total Shots (h2h - home 1),Blocked Shots (h2h - home 1),Shots insidebox (h2h - home 1),Shots outsidebox (h2h - home 1),Fouls (h2h - home 1),Corner Kicks (h2h - home 1),Offsides (h2h - home 1),Ball Possession (h2h - home 1),Yellow Cards (h2h - home 1),Red Cards (h2h - home 1),Goalkeeper Saves (h2h - home 1),Total passes (h2h - home 1),Passes accurate (h2h - home 1),Passes % (h2h - home 1),Shots on Goal (h2h - away 1),Shots off Goal (h2h - away 1),Total Shots (h2h - away 1),Blocked Shots (h2h - away 1),Shots insidebox (h2h - away 1),Shots outsidebox (h2h - away 1),Fouls (h2h - away 1),Corner Kicks (h2h - away 1),Offsides (h2h - away 1),Ball Possession (h2h - away 1),Yellow Cards (h2h - away 1),Red Cards (h2h - away 1),Goalkeeper Saves (h2h - away 1),Total passes (h2h - away 1),Passes accurate (h2h - away 1),Passes % (h2h - away 1),score.fulltime.home (home 2),score.fulltime.away (home 2),Shots on Goal (home 2),Shots off Goal (home 2),Total Shots (home 2),Blocked Shots (home 2),Shots insidebox (home 2),Shots outsidebox (home 2),Fouls (home 2),Corner Kicks (home 2),Offsides (home 2),Ball Possession (home 2),Yellow Cards (home 2),Red Cards (home 2),Goalkeeper Saves (home 2),Total passes (home 2),Passes accurate (home 2),Passes % (home 2),score.fulltime.home (away 2),score.fulltime.away (away 2),Shots on Goal (away 2),Shots off Goal (away 2),Total Shots (away 2),Blocked Shots (away 2),Shots insidebox (away 2),Shots outsidebox (away 2),Fouls (away 2),Corner Kicks (away 2),Offsides (away 2),Ball Possession (away 2),Yellow Cards (away 2),Red Cards (away 2),Goalkeeper Saves (away 2),Total passes (away 2),Passes accurate (away 2),Passes % (away 2),score.fulltime.home (h2h 2),score.fulltime.away (h2h 2),Shots on Goal (h2h - home 2),Shots off Goal (h2h - home 2),Total Shots (h2h - home 2),Blocked Shots (h2h - home 2),Shots insidebox (h2h - home 2),Shots outsidebox (h2h - home 2),Fouls (h2h - home 2),Corner Kicks (h2h - home 2),Offsides (h2h - home 2),Ball Possession (h2h - home 2),Yellow Cards (h2h - home 2),Red Cards (h2h - home 2),Goalkeeper Saves (h2h - home 2),Total passes (h2h - home 2),Passes accurate (h2h - home 2),Passes % (h2h - home 2),Shots on Goal (h2h - away 2),Shots off Goal (h2h - away 2),Total Shots (h2h - away 2),Blocked Shots (h2h - away 2),Shots insidebox (h2h - away 2),Shots outsidebox (h2h - away 2),Fouls (h2h - away 2),Corner Kicks (h2h - away 2),Offsides (h2h - away 2),Ball Possession (h2h - away 2),Yellow Cards (h2h - away 2),Red Cards (h2h - away 2),Goalkeeper Saves (h2h - away 2),Total passes (h2h - away 2),Passes accurate (h2h - away 2),Passes % (h2h - away 2)
1,1,5,7,18,6,9,9,0,9,1,0.58,0,0,7,520,410,0.79,1,2,1,5,6,0,3,3,0,3,2,0.41,2,0,1,381,285,0.75,0,2,8,6,19,5,12,7,0,8,2,0.63,0,0,2,574,475,0.83,2,6,12,4,8,4,0,5,3,0.37,0,0,6,327,236,0.72,3,0,8,8,17,1,9,8,0,4,3,0.62,0,0,0,601,520,0.87,0,4,4,6,15,5,6,9,0,7,0,0.41,6,1,4,411,317,0.77,3,1,6,4,17,7,10,7,0,4,3,0.61,0,0,1,530,432,0.82,2,5,13,6,5,8,0,3,1,0.39,3,0,3,325,220,0.68
0,4,6,6,17,5,10,7,16,8,0,0.44,2,0,0,399,322,0.81,0,1,5,6,12,1,8,4,17,1,0,0.62,3,1,2,500,383,0.77,2,5,9,4,15,2,10,5,10,6,2,0.55,0,0,3,501,388,0.77,5,3,12,4,9,3,19,5,2,0.45,1,0,4,434,311,0.72,1,2,4,2,9,3,6,3,7,0,2,0.26,2,0,3,290,223,0.77,1,2,2,7,15,6,5,10,12,3,4,0.56,2,0,2,530,429,0.81,1,1,5,9,16,2,11,5,11,4,0,0.37,0,0,1,328,235,0.72,3,6,13,4,10,3,14,7,0,0.63,0,0,4,552,462,0.84
1,2,4,6,13,3,9,4,13,4,2,0.57,3,0,1,448,378,0.84,2,2,5,6,12,1,9,3,11,3,3,0.3,0,0,4,288,199,0.69,1,1,3,3,6,0,5,1,5,3,1,0.47,0,0,5,451,388,0.86,5,4,14,5,6,8,19,3,1,0.53,2,0,2,505,448,0.89,1,3,3,5,9,1,8,1,13,4,3,0.48,1,0,5,411,324,0.79,5,2,2,7,13,4,8,5,13,2,1,0.5,3,0,1,446,365,0.82,2,1,7,5,15,3,9,6,20,4,0,0.55,2,0,1,546,475,0.87,3,2,7,2,5,2,11,3,3,0.45,1,0,6,461,390,0.85
0,4,4,4,9,1,5,4,6,2,3,0.56,1,0,6,544,469,0.86,0,5,10,5,18,3,14,4,7,2,2,0.56,0,0,2,489,396,0.81,2,0,2,0,4,2,3,1,10,2,1,0.32,3,1,5,313,222,0.71,7,14,30,9,23,7,9,8,0,0.68,1,0,2,641,569,0.89,1,0,2,3,8,3,3,5,19,1,2,0.48,3,0,3,475,381,0.8,1,2,2,3,10,5,8,2,12,3,1,0.65,2,0,0,596,502,0.84,2,1,7,4,12,1,9,3,10,3,0,0.34,1,0,4,319,243,0.76,5,5,14,4,10,4,12,6,1,0.66,2,0,5,594,525,0.88
0,1,2,7,10,1,5,5,10,3,0,0.35,0,0,5,328,236,0.72,2,0,0,2,4,2,1,3,16,5,0,0.47,2,1,4,352,271,0.77,0,1,2,7,10,1,5,5,10,3,0,0.35,0,0,5,328,236,0.72,5,9,19,5,11,8,13,9,1,0.65,1,0,1,609,512,0.84,0,4,1,4,10,5,8,2,12,3,1,0.7,2,0,0,668,569,0.85,0,5,2,4,12,6,5,7,10,7,3,0.44,1,0,6,360,288,0.8,0,0,1,4,6,1,4,2,15,7,0,0.4,0,0,2,369,248,0.67,2,4,7,1,3,4,13,4,2,0.6,1,0,1,528,418,0.79
0,3,5,4,12,3,7,5,9,9,2,0.6,3,0,2,481,405,0.84,2,2,3,6,12,3,6,6,17,4,4,0.45,2,0,4,407,314,0.77,2,1,6,8,17,3,11,6,10,7,0,0.68,3,0,1,622,554,0.89,2,3,8,3,7,1,8,3,4,0.32,4,1,3,275,209,0.76,0,0,2,1,4,1,2,2,13,5,1,0.3,3,0,5,305,229,0.75,0,1,5,6,12,1,10,2,17,6,1,0.59,2,0,5,514,403,0.78,1,0,0,5,7,2,2,5,15,4,1,0.62,2,0,2,514,420,0.82,4,6,11,1,7,4,13,4,4,0.38,0,0,0,310,209,0.67
3,1,3,1,5,1,1,4,0,2,1,0.5,0,0,3,426,331,0.78,3,3,6,3,11,2,9,2,0,4,1,0.61,0,0,4,566,481,0.85,1,0,6,5,15,4,11,4,0,4,0,0.49,2,0,2,454,386,0.85,3,10,15,2,12,3,0,7,2,0.51,2,0,6,468,398,0.85,3,2,5,7,13,1,10,3,0,5,3,0.58,0,0,3,475,371,0.78,4,0,12,4,19,3,14,5,0,8,1,0.69,1,0,2,773,681,0.88,0,1,0,1,1,0,1,0,0,0,2,0.26,6,1,9,268,206,0.77,9,6,22,7,15,8,0,9,2,0.74,1,0,0,777,712,0.92
0,0,2,9,14,3,10,4,11,4,4,0.51,2,0,2,468,365,0.78,3,2,5,4,15,6,8,7,10,8,0,0.4,3,0,0,364,293,0.8,1,1,3,3,10,4,9,1,7,12,3,0.59,1,0,2,486,389,0.8,3,4,7,0,5,2,12,1,3,0.41,2,1,2,345,248,0.72,2,1,4,7,13,2,9,4,11,8,2,0.45,3,0,2,387,295,0.76,0,1,1,2,5,2,2,3,13,3,1,0.46,3,0,2,438,352,0.8,0,2,3,10,15,2,8,7,13,2,2,0.57,0,0,1,549,444,0.81,2,3,6,1,4,2,13,4,0,0.43,3,0,1,420,317,0.75
0,3,5,6,15,4,11,4,14,4,3,0.4,3,0,5,321,244,0.76,4,0,0,4,6,2,4,2,13,4,1,0.35,2,0,1,307,228,0.74,3,0,6,3,10,1,8,2,16,3,1,0.46,2,0,5,368,293,0.8,5,6,15,4,4,11,8,7,1,0.54,4,0,2,438,367,0.84,5,2,6,9,19,4,14,5,14,5,0,0.5,2,0,0,439,358,0.82,1,3,7,6,20,7,8,12,14,7,0,0.46,2,0,4,405,347,0.86,1,2,2,5,13,6,9,4,12,7,1,0.55,1,0,2,477,376,0.79,2,7,14,5,8,6,13,7,1,0.45,2,0,0,398,299,0.75
1,0,2,3,10,5,5,5,0,5,2,0.54,2,0,1,514,422,0.82,1,0,2,3,8,3,7,1,0,9,3,0.61,4,0,5,616,515,0.84,1,1,7,6,17,4,9,8,0,11,1,0.51,3,0,4,435,350,0.8,5,6,16,5,12,4,0,10,1,0.49,0,0,6,413,326,0.79,0,1,4,0,5,1,3,2,12,5,1,0.46,1,0,3,398,299,0.75,0,4,8,3,11,0,7,4,0,2,3,0.59,1,0,4,604,524,0.87,0,0,2,5,12,5,4,8,0,5,2,0.66,4,0,3,617,549,0.89,3,5,8,0,6,2,0,3,0,0.34,2,0,2,312,222,0.71
1,1,6,4,13,3,8,5,9,5,2,0.64,2,0,6,708,628,0.89,2,0,2,7,9,0,4,5,10,3,2,0.32,0,0,4,384,325,0.85,3,0,6,6,14,2,10,4,13,4,3,0.66,0,0,6,719,654,0.91,6,6,19,7,12,7,11,7,1,0.34,1,0,3,355,300,0.85,0,0,5,8,22,9,11,11,5,6,4,0.7,1,0,2,732,661,0.9,2,5,4,0,8,4,5,3,7,3,2,0.42,0,0,8,429,348,0.81,0,4,11,12,30,7,23,7,12,9,0,0.76,2,0,2,706,631,0.89,2,3,5,0,1,4,10,1,1,0.24,1,1,7,224,144,0.64
4,1,3,9,16,4,13,3,10,6,5,0.72,2,0,4,628,534,0.85,1,3,6,4,12,2,7,5,13,4,1,0.56,3,0,0,484,406,0.84,0,4,11,6,20,3,16,4,15,4,3,0.68,1,0,1,689,603,0.88,1,4,7,2,5,2,7,0,1,0.32,3,0,7,344,245,0.71,8,0,12,6,21,3,17,4,11,9,3,0.62,1,0,1,604,539,0.89,1,4,6,6,13,1,12,1,17,4,0,0.56,0,0,5,431,341,0.79,2,2,7,4,17,6,12,5,6,12,2,0.7,3,0,1,660,579,0.88,3,2,6,1,2,4,18,0,0,0.3,3,0,5,278,200,0.72
0,0,2,7,13,4,6,7,15,3,2,0.49,6,0,2,452,348,0.77,0,1,3,6,13,4,8,5,8,8,0,0.64,1,0,2,629,555,0.88,3,0,3,3,8,2,5,3,17,4,0,0.58,5,1,4,509,437,0.86,6,6,13,1,6,7,11,6,1,0.42,1,0,3,365,299,0.82,2,2,5,8,19,6,12,7,9,8,2,0.7,0,0,4,702,611,0.87,1,2,4,6,13,3,9,4,13,4,2,0.57,3,0,1,448,378,0.84,3,0,6,7,16,3,9,7,15,5,6,0.53,0,0,3,593,501,0.84,3,5,11,3,9,2,14,4,1,0.47,0,0,3,520,436,0.84
0,2,5,8,17,4,10,7,15,6,6,0.39,1,0,3,336,262,0.78,0,2,5,5,17,7,10,7,12,4,5,0.61,4,0,5,557,458,0.82,0,2,5,8,17,4,10,7,15,6,6,0.39,1,0,3,336,262,0.78,5,5,17,7,10,7,12,4,5,0.61,4,0,5,557,458,0.82,1,0,1,5,7,1,5,2,16,3,2,0.62,4,0,3,447,345,0.77,2,0,4,5,12,3,9,3,10,4,2,0.65,1,0,5,711,639,0.9,3,0,6,5,11,0,7,4,18,2,2,0.47,3,0,3,420,347,0.83,6,7,16,3,11,5,11,7,0,0.53,1,0,6,507,413,0.81
1,1,2,5,8,1,3,5,13,1,0,0.47,3,0,6,389,299,0.77,1,3,2,3,8,3,4,4,16,4,0,0.4,3,0,7,399,298,0.75,3,1,8,6,18,4,9,9,18,5,0,0.52,3,0,4,383,284,0.74,7,5,12,0,10,2,11,8,2,0.48,3,0,7,360,251,0.7,0,0,1,4,9,4,6,3,14,4,3,0.4,1,0,3,390,289,0.74,1,0,2,4,12,6,9,3,16,7,0,0.53,3,0,1,444,354,0.8,2,1,5,4,14,5,3,11,15,2,3,0.47,1,0,1,375,280,0.75,2,4,11,5,6,5,18,6,1,0.53,3,0,3,405,305,0.75
1,0,2,4,7,1,3,4,12,2,6,0.36,2,0,4,318,228,0.72,3,0,2,11,27,14,14,13,6,10,1,0.58,1,0,2,456,362,0.79,0,1,4,6,13,3,5,8,12,4,1,0.52,5,1,2,453,326,0.72,2,9,18,7,10,8,17,6,2,0.48,4,0,4,412,303,0.74,1,3,7,6,17,4,12,5,14,3,3,0.35,2,0,3,257,133,0.52,1,1,2,3,8,3,6,2,14,5,0,0.57,1,0,2,472,383,0.81,1,3,10,8,23,5,17,6,9,14,2,0.66,0,0,4,639,559,0.87,7,5,12,0,7,5,13,5,1,0.34,2,0,9,307,236,0.77
4,0,2,1,6,3,2,4,12,2,0,0.34,1,0,3,387,315,0.81,4,0,0,2,5,3,2,3,11,2,1,0.5,4,0,3,478,372,0.78,1,2,5,5,13,3,10,3,10,5,2,0.42,2,0,7,331,231,0.7,8,10,24,6,14,10,15,7,2,0.58,4,0,1,458,352,0.77,1,1,7,6,19,6,11,8,11,9,3,0.53,0,0,1,423,333,0.79,1,4,2,5,12,5,6,6,9,3,1,0.49,2,1,3,425,338,0.8,3,0,8,9,19,2,10,9,6,5,0,0.52,1,0,6,400,308,0.77,5,7,19,7,8,11,14,5,2,0.48,3,0,5,371,280,0.75
1,1,6,7,15,2,10,5,17,12,1,0.53,2,0,1,467,375,0.8,3,2,5,9,17,3,10,7,3,2,2,0.39,1,0,1,353,263,0.75,1,4,6,2,12,4,10,2,12,4,4,0.64,1,0,6,658,575,0.87,7,3,13,3,7,6,8,6,1,0.36,3,0,2,365,273,0.75,1,1,4,6,11,1,7,4,16,4,6,0.59,1,0,1,559,464,0.83,1,3,1,6,11,4,5,6,11,3,1,0.49,4,1,8,431,364,0.84,3,2,4,6,13,3,10,3,8,6,3,0.73,2,0,3,764,663,0.87,6,1,9,2,4,5,13,6,0,0.27,0,0,1,266,172,0.65
4,0,7,7,16,2,10,6,8,3,1,0.66,1,0,2,769,687,0.89,2,0,4,2,6,0,5,1,7,3,3,0.2,3,0,6,204,133,0.65,2,0,6,7,18,5,13,5,8,11,0,0.8,4,0,2,817,745,0.91,4,2,6,0,5,1,7,3,3,0.2,3,0,6,204,133,0.65,2,0,6,7,18,5,13,5,8,11,0,0.8,4,0,2,817,745,0.91,1,3,5,1,9,3,7,2,9,1,1,0.42,0,0,2,386,286,0.74,3,5,8,6,17,3,10,7,5,6,2,0.71,1,0,2,781,682,0.87,5,6,13,2,4,9,5,2,7,0.29,0,0,3,320,226,0.71
3,1,6,9,20,5,14,6,0,11,2,0.5,0,0,2,429,321,0.75,1,1,7,2,15,6,9,6,0,12,0,0.42,2,0,4,367,256,0.7,3,2,5,6,16,5,9,7,0,3,3,0.49,1,0,6,466,379,0.81,8,3,17,6,10,7,0,5,2,0.51,3,0,2,485,385,0.79,1,0,2,5,10,3,7,3,0,8,2,0.54,2,0,4,407,322,0.79,3,2,8,3,17,6,10,7,0,5,2,0.51,3,0,2,485,385,0.79,1,1,3,3,8,2,7,1,0,7,2,0.4,2,1,1,383,279,0.73,2,8,15,5,8,7,0,10,4,0.6,1,0,2,586,484,0.83
1,0,4,6,13,3,8,5,0,4,2,0.48,1,0,4,301,173,0.57,3,1,3,1,5,1,1,4,0,2,1,0.5,0,0,3,426,331,0.78,3,2,6,5,13,2,8,5,0,6,4,0.42,0,0,3,344,233,0.68,5,7,13,1,10,3,0,5,3,0.58,0,0,3,475,371,0.78,3,2,6,5,13,2,8,5,0,6,4,0.42,0,0,3,344,233,0.68,3,2,5,7,13,1,10,3,0,5,3,0.58,0,0,3,475,371,0.78,6,2,6,6,18,6,8,10,0,7,1,0.56,1,0,0,463,374,0.81,6,2,11,3,10,1,0,3,3,0.44,1,0,3,373,285,0.76
1,2,1,5,6,0,3,3,0,3,2,0.41,2,0,1,381,285,0.75,1,2,3,6,12,3,7,5,0,8,1,0.59,2,0,0,548,452,0.82,1,2,1,5,6,0,3,3,0,3,2,0.41,2,0,1,381,285,0.75,3,6,12,3,7,5,0,8,1,0.59,2,0,0,548,452,0.82,0,4,4,6,15,5,6,9,0,7,0,0.41,6,1,4,411,317,0.77,0,4,2,5,11,4,6,5,0,4,2,0.45,0,0,3,459,384,0.84,0,1,3,2,7,2,4,3,0,3,0,0.42,4,0,2,391,310,0.79,2,7,11,2,8,3,0,6,0,0.58,3,0,2,548,464,0.85
1,1,7,3,12,2,7,5,0,6,3,0.59,1,0,4,455,358,0.79,1,1,4,6,13,3,6,8,0,7,3,0.41,2,0,6,326,226,0.69,1,1,7,3,12,2,7,5,0,6,3,0.59,1,0,4,455,358,0.79,4,6,13,3,6,8,0,7,3,0.41,2,0,6,326,226,0.69,1,0,1,1,7,5,6,1,0,5,3,0.46,0,0,1,428,325,0.76,4,0,3,3,7,1,5,2,0,3,3,0.31,1,0,8,328,233,0.71,2,2,5,3,10,2,6,4,0,8,4,0.66,1,0,3,558,451,0.81,5,3,11,3,5,6,0,2,1,0.34,2,0,3,286,200,0.7
2,1,2,4,10,4,7,3,12,1,4,0.65,3,0,1,577,489,0.85,2,1,6,5,14,3,11,3,11,7,4,0.62,1,0,2,554,467,0.84,1,4,6,6,17,5,7,10,17,4,2,0.52,5,1,4,538,481,0.89,8,1,13,4,12,1,9,6,2,0.48,2,0,5,491,415,0.85,0,1,8,6,19,5,9,10,13,4,1,0.67,3,0,1,649,557,0.86,3,0,7,5,15,3,10,6,9,5,4,0.58,1,0,3,609,524,0.86,2,1,3,3,8,2,3,5,11,2,3,0.47,2,0,8,408,324,0.79,10,11,24,3,11,13,8,7,4,0.53,0,0,2,462,403,0.87
3,2,5,4,15,6,8,7,10,8,0,0.4,3,0,0,364,293,0.8,0,2,3,4,8,1,6,2,12,3,1,0.51,1,0,3,510,425,0.83,0,1,1,0,3,2,1,2,13,4,5,0.29,3,1,4,313,260,0.83,5,6,15,4,9,6,7,6,1,0.71,2,0,1,765,710,0.93,0,1,1,2,5,2,2,3,13,3,1,0.46,3,0,2,438,352,0.8,1,2,4,6,16,6,10,6,10,5,1,0.74,1,0,2,824,759,0.92,1,1,1,4,6,1,4,2,11,2,2,0.33,4,0,2,299,187,0.63,3,4,7,0,4,3,15,1,3,0.67,1,1,0,598,466,0.78
2,1,4,4,13,5,8,5,0,8,3,0.62,0,0,1,548,458,0.84,1,1,5,7,18,6,9,9,0,9,1,0.58,0,0,7,520,410,0.79,1,2,4,7,19,8,14,5,0,7,4,0.46,1,0,1,468,370,0.79,3,2,6,1,3,3,0,1,1,0.54,3,0,3,564,463,0.82,0,4,7,8,15,0,10,5,0,4,4,0.55,1,0,2,557,470,0.84,3,0,8,8,17,1,9,8,0,4,3,0.62,0,0,0,601,520,0.87,4,1,8,6,22,8,13,9,0,9,3,0.54,1,0,4,478,363,0.76,8,3,15,4,12,3,0,5,5,0.46,5,0,7,407,291,0.71
1,3,11,1,15,3,12,3,12,10,2,0.6,3,0,1,602,506,0.84,4,0,1,3,5,1,1,4,10,1,1,0.33,3,0,4,309,225,0.73,2,0,5,3,14,6,5,9,18,8,1,0.55,4,0,5,429,339,0.79,7,6,15,2,13,2,15,8,0,0.45,3,0,4,352,254,0.72,1,1,6,3,14,5,12,2,11,7,4,0.62,1,0,1,633,533,0.84,1,3,4,4,18,10,9,9,20,8,2,0.65,7,1,4,502,379,0.75,0,0,4,6,16,6,8,8,10,8,1,0.6,3,0,1,523,420,0.8,1,5,8,2,6,2,11,3,2,0.4,2,0,4,345,245,0.71
3,0,6,3,13,4,7,6,11,4,2,0.58,1,0,6,546,468,0.86,2,1,4,6,15,5,9,6,16,7,3,0.56,2,0,3,424,337,0.79,2,3,4,4,13,5,6,7,13,6,0,0.43,7,1,4,356,287,0.81,6,8,18,4,7,11,11,7,2,0.57,2,1,1,484,428,0.88,1,2,2,3,7,2,5,2,18,4,1,0.56,1,0,5,422,330,0.78,1,1,5,6,19,8,9,10,11,10,2,0.61,5,1,0,553,474,0.86,2,3,3,5,14,6,7,7,15,2,3,0.46,4,0,0,386,299,0.77,2,5,8,1,7,2,21,3,0,0.54,3,0,1,446,348,0.78
4,1,3,0,4,1,3,1,10,3,2,0.33,2,0,5,276,206,0.75,4,0,5,2,8,1,5,3,13,5,4,0.65,1,0,0,587,508,0.87,4,0,0,4,6,2,4,2,13,4,1,0.35,2,0,1,307,228,0.74,5,2,8,1,5,3,13,5,4,0.65,1,0,0,587,508,0.87,4,0,0,4,6,2,4,2,13,4,1,0.35,2,0,1,307,228,0.74,1,3,8,3,14,3,12,2,18,4,5,0.52,2,0,3,449,349,0.78,4,0,1,3,6,2,4,2,15,1,1,0.39,6,1,2,329,262,0.8,6,5,15,4,10,5,16,8,3,0.61,0,0,1,514,427,0.83
0,1,5,6,12,1,8,4,17,1,0,0.62,3,1,2,500,383,0.77,0,1,2,7,10,1,5,5,10,3,0,0.35,0,0,5,328,236,0.72,2,1,2,2,6,2,4,2,17,1,1,0.44,2,0,1,410,300,0.73,3,7,15,5,9,6,14,5,2,0.56,2,0,1,501,402,0.8,1,2,2,7,15,6,5,10,12,3,4,0.56,2,0,2,530,429,0.81,0,4,1,4,10,5,8,2,12,3,1,0.7,2,0,0,668,569,0.85,1,0,7,7,18,4,11,7,11,7,3,0.53,2,0,5,469,396,0.84,5,11,18,2,9,9,5,5,0,0.47,0,0,6,416,343,0.82
2,2,3,6,12,3,6,6,17,4,4,0.45,2,0,4,407,314,0.77,0,0,2,9,14,3,10,4,11,4,4,0.51,2,0,2,468,365,0.78,1,0,3,3,8,2,5,3,13,3,0,0.49,1,0,0,420,333,0.79,0,6,9,3,2,7,7,10,4,0.51,1,1,2,410,310,0.76,0,1,5,6,12,1,10,2,17,6,1,0.59,2,0,5,514,403,0.78,2,1,4,7,13,2,9,4,11,8,2,0.45,3,0,2,387,295,0.76,2,1,1,0,2,1,1,1,18,3,2,0.38,3,0,1,303,212,0.7,3,10,17,4,12,5,8,4,0,0.62,0,0,0,515,423,0.82
2,0,2,7,9,0,4,5,10,3,2,0.32,0,0,4,384,325,0.85,1,2,3,3,8,2,7,1,11,6,2,0.33,4,0,7,311,237,0.76,2,1,7,8,22,7,17,5,8,6,1,0.46,3,0,2,475,388,0.82,4,5,10,1,8,2,14,0,2,0.54,3,0,6,587,510,0.87,2,5,4,0,8,4,5,3,7,3,2,0.42,0,0,8,429,348,0.81,0,3,5,4,12,3,7,5,9,9,2,0.6,3,0,2,481,405,0.84,0,2,4,9,15,2,8,7,8,4,1,0.44,1,0,4,420,339,0.81,6,6,14,2,11,3,10,5,0,0.56,2,1,4,530,455,0.86
1,2,4,1,7,2,5,2,15,1,3,0.35,3,0,2,292,207,0.71,0,4,4,4,9,1,5,4,6,2,3,0.56,1,0,6,544,469,0.86,3,3,7,5,15,3,6,9,8,6,1,0.45,2,0,4,408,323,0.79,6,8,15,1,9,6,10,6,2,0.55,0,0,4,479,404,0.84,2,2,5,6,12,1,9,3,11,3,3,0.3,0,0,4,288,199,0.69,1,0,2,3,8,3,3,5,19,1,2,0.48,3,0,3,475,381,0.8,3,1,3,5,13,5,7,6,10,6,2,0.57,2,0,6,506,428,0.85,9,9,23,5,18,5,8,6,2,0.43,1,0,2,384,315,0.82
1,1,4,2,12,6,7,5,20,6,0,0.55,4,0,4,501,398,0.79,1,2,7,7,16,2,3,13,12,3,1,0.45,0,0,1,456,390,0.86,2,0,6,9,18,3,11,7,11,7,3,0.69,3,0,0,630,548,0.87,0,4,7,3,4,3,18,4,1,0.31,2,0,4,269,180,0.67,4,0,9,9,25,7,16,10,14,9,6,0.5,1,0,5,488,426,0.87,2,1,3,3,9,3,6,3,9,3,3,0.63,3,0,5,521,446,0.86,1,1,3,5,12,4,8,4,11,3,3,0.33,3,0,0,252,163,0.65,1,6,7,0,4,3,17,7,1,0.67,2,0,2,522,438,0.84
3,0,6,3,13,4,9,4,13,7,2,0.42,2,0,3,388,289,0.74,5,0,2,3,5,0,3,2,8,1,0,0.29,1,0,2,327,248,0.76,2,1,2,9,17,6,12,5,14,8,4,0.58,4,0,3,382,273,0.71,6,4,11,1,8,3,14,4,1,0.42,3,0,1,297,199,0.67,2,1,1,5,10,4,6,4,19,6,0,0.39,3,0,3,323,202,0.63,2,1,7,7,19,5,15,4,11,8,0,0.37,1,0,2,307,229,0.75,2,0,5,5,15,5,11,4,13,3,6,0.54,2,0,2,460,356,0.77,2,2,5,1,2,3,17,2,1,0.46,3,0,3,372,252,0.68
2,0,0,2,4,2,1,3,16,5,0,0.47,2,1,4,352,271,0.77,0,4,6,6,17,5,10,7,16,8,0,0.44,2,0,0,399,322,0.81,1,0,3,6,13,4,9,4,9,3,0,0.65,3,0,2,635,552,0.87,3,3,8,2,6,2,8,1,1,0.35,2,0,3,349,261,0.75,0,5,2,4,12,6,5,7,10,7,3,0.44,1,0,6,360,288,0.8,1,2,4,2,9,3,6,3,7,0,2,0.26,2,0,3,290,223,0.77,1,2,3,3,6,0,6,0,17,3,1,0.42,2,0,5,325,252,0.78,7,3,12,2,8,4,11,2,0,0.58,1,0,2,442,345,0.78
2,1,8,6,16,2,15,1,12,5,9,0.51,2,0,3,490,382,0.78,2,1,4,4,12,4,9,3,8,7,1,0.49,3,0,5,469,364,0.78,2,1,8,6,16,2,15,1,12,5,9,0.51,2,0,3,490,382,0.78,4,4,12,4,9,3,8,7,1,0.49,3,0,5,469,364,0.78,1,3,3,7,11,1,7,4,16,3,0,0.44,4,0,6,381,289,0.76,4,1,8,4,17,5,14,3,15,3,1,0.28,3,0,2,247,154,0.62,1,2,3,9,13,1,8,5,13,6,0,0.36,2,0,3,329,233,0.71,5,5,12,2,8,4,10,8,3,0.64,2,0,1,612,511,0.83
2,0,6,8,17,3,12,5,19,11,6,0.53,2,0,0,392,326,0.83,0,2,3,6,11,2,9,2,10,8,2,0.49,2,0,1,489,407,0.83,1,1,3,6,10,1,7,3,13,4,0,0.32,4,0,2,256,171,0.67,3,8,21,10,9,12,8,5,1,0.68,1,0,2,537,441,0.82,1,2,2,2,5,1,4,1,8,7,1,0.43,4,1,2,337,253,0.75,0,3,5,6,15,4,11,4,14,4,3,0.4,3,0,5,321,244,0.76,0,1,5,3,10,2,7,3,8,3,0,0.53,2,0,2,481,398,0.83,2,5,12,5,7,5,17,4,0,0.47,1,0,4,422,352,0.83
